,,,,,,,,,,,,,
Overlap Results,,,,,,,,,,,,
,,,,,,,,,,,,,
Collection(s):,"C1, C2, C3, C4, C5, C6, C7, H",,,,,,,,,,,
# overlaps shown:,10,,,,,,,,,,,
# genesets in collections:,25724,,,,,,,,,,,
# genes in comparison (n):,1105,,,,,,,,,,,
# genes in universe (N):,38404,,,,,,,,,,,
,,,,,,,,,,,,,
Gene Set Name,# Genes in Gene Set (K),Description,# Genes in Overlap (k),k/K,p-value,FDR q-value,,,,,,
602,BCL3,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3659,IRF1,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3569,IL6,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
23645,PPP1R15A,protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
1843,DUSP1,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
1847,DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
1844,DUSP2,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
8870,IER3,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
57018,CCNL1,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,AMIT_EGF_RESPONSE_40_HELA,,,
3601,IL15RA,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,BENPORATH_SUZ12_TARGETS,,
3627,CXCL10,C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3976,LIF,LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
6373,CXCL11,C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
3433,IFIT2,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
4170,MCL1,"MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]",,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
8660,IRS2,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
3383,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
1839,HBEGF,heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
5329,PLAUR,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
9021,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
6648,SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
1437,CSF2,colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
150094,SIK1,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
1326,MAP3K8,mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
6351,CCL4,C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
9322,TRIP10,thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,,,,,,
4862,NPAS2,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895],,,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
84333,PCGF5,polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264],,,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
8535,CBX4,chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554],,,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,,AMIT_EGF_RESPONSE_40_HELA,,,
219287,AMER2,APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:HGNC:26360],,,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
8631,SKAP1,src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
81029,WNT5B,Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
6456,SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]",,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
1780,DYNC1I1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
10690,FUT9,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
83401,ELOVL3,ELOVL fatty acid elongase 3 [Source:HGNC Symbol;Acc:HGNC:18047],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
256472,TMEM151A,transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
79739,TTLL7,tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
57452,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
148398,SAMD11,sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706],,,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
84969,TOX2,TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
57336,ZNF287,zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
6772,STAT1,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
9572,NR1D1,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3202,HOXA5,homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
688,KLF5,Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3215,HOXB5,homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
4808,NHLH2,nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
1999,ELF3,E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
55810,FOXJ2,forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
121340,SP7,Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
2005,ELK4,ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
148327,CREB3L4,cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
6596,HLTF,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
155061,ZNF746,zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3226,HOXC10,homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3219,HOXB9,homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
390874,ONECUT3,one cut homeobox 3 [Source:NCBI gene;Acc:390874],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
23269,MGA,MAX dimerization protein MGA [Source:HGNC Symbol;Acc:HGNC:14010],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
359948,IRF2BP2,interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
7068,THRB,thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
64651,CSRNP1,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
10472,ZBTB18,zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
91975,ZNF300,zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
10795,ZNF268,zinc finger protein 268 [Source:HGNC Symbol;Acc:HGNC:13061],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
389549,FEZF1,FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
116071,BATF2,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
7975,MAFK,MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
8187,ZNF239,zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
10732,TCFL5,transcription factor like 5 [Source:HGNC Symbol;Acc:HGNC:11646],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
64412,GZF1,GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
29942,PURG,purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
63946,DMRTC2,DMRT like family C2 [Source:HGNC Symbol;Acc:HGNC:13911],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
10782,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
57169,ZNFX1,zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
7752,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
90338,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
7762,ZNF215,zinc finger protein 215 [Source:HGNC Symbol;Acc:HGNC:13007],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
7571,ZNF23,zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
171017,ZNF384,zinc finger protein 384 [Source:HGNC Symbol;Acc:HGNC:11955],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
134187,POU5F2,"POU domain class 5, transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:26367]",,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
152815,THAP6,THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
5925,RB1,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
8028,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
148103,ZNF599,zinc finger protein 599 [Source:HGNC Symbol;Acc:HGNC:26408],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
79724,ZNF768,zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
147948,ZNF582,zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
7627,ZNF75A,zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
253639,ZNF620,zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
79673,ZNF329,zinc finger protein 329 [Source:HGNC Symbol;Acc:HGNC:14209],,,,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,
